STR_DATA;Escala de cor;Data;Município1;Número de registros;UF1;Índice De Isolamento
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;CATANDUVA;1;SP;32%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;CAÇAPAVA;1;SP;42%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;COTIA;1;SP;34%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;CRUZEIRO;1;SP;49%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;CUBATÃO;1;SP;34%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;DIADEMA;1;SP;33%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;EMBU DAS ARTES;1;SP;34%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ESTADO DE SÃO PAULO;1;SP;29%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;FERRAZ DE VASCONCELOS;1;SP;33%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;FRANCA;1;SP;31%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;FRANCISCO MORATO;1;SP;33%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;FRANCO DA ROCHA;1;SP;34%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;GUARATINGUETÁ;1;SP;38%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;GUARUJÁ;1;SP;36%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;GUARULHOS;1;SP;31%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;HORTOLÂNDIA;1;SP;36%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;IBIÚNA;1;SP;46%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;INDAIATUBA;1;SP;35%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;ITANHAÉM;1;SP;42%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ITAPECERICA DA SERRA;1;SP;38%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ITAPETININGA;1;SP;36%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ITAPEVA;1;SP;36%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ITAPEVI;1;SP;33%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ITAPIRA;1;SP;39%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ITAQUAQUECETUBA;1;SP;37%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ITATIBA;1;SP;32%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;ITU;1;SP;33%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;JABOTICABAL;1;SP;35%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;JACAREÍ;1;SP;35%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;JANDIRA;1;SP;32%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;JAÚ;1;SP;34%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;JUNDIAÍ;1;SP;27%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;LEME;1;SP;44%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;LIMEIRA;1;SP;30%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;LINS;1;SP;31%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;LORENA;1;SP;48%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;MAIRIPORÃ;1;SP;39%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;MARÍLIA;1;SP;29%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;MATÃO;1;SP;34%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;MAUÁ;1;SP;31%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;MOGI DAS CRUZES;1;SP;32%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;MOGI GUAÇU;1;SP;38%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;MOGI MIRIM;1;SP;38%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;OSASCO;1;SP;28%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;OURINHOS;1;SP;32%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;PAULÍNIA;1;SP;34%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;PINDAMONHANGABA;1;SP;42%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;PIRACICABA;1;SP;30%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;PIRASSUNUNGA;1;SP;43%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;POÁ;1;SP;36%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;PRAIA GRANDE;1;SP;34%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;PRESIDENTE PRUDENTE;1;SP;28%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;RIBEIRÃO PIRES;1;SP;38%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;RIBEIRÃO PRETO;1;SP;28%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;RIO CLARO;1;SP;35%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SALTO;1;SP;34%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SANTA BÁRBARA D'OESTE;1;SP;32%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SANTANA DE PARNAÍBA;1;SP;33%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SANTO ANDRÉ;1;SP;27%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SANTOS;1;SP;28%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SERTÃOZINHO;1;SP;39%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SOROCABA;1;SP;29%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SUMARÉ;1;SP;32%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SUZANO;1;SP;35%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO BERNARDO DO CAMPO;1;SP;29%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO CAETANO DO SUL;1;SP;27%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO CARLOS;1;SP;33%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO JOSÉ DO RIO PRETO;1;SP;28%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO JOSÉ DOS CAMPOS;1;SP;33%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO JOÃO DA BOA VISTA;1;SP;39%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO PAULO;1;SP;27%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO ROQUE;1;SP;38%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;SÃO SEBASTIÃO;1;SP;46%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;SÃO VICENTE;1;SP;36%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;TABOÃO DA SERRA;1;SP;30%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;TATUÍ;1;SP;34%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;TAUBATÉ;1;SP;36%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;UBATUBA;1;SP;47%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;VALINHOS;1;SP;32%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;VINHEDO;1;SP;35%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;VOTORANTIM;1;SP;34%
Ranking dos municípios (6/3/2020);>40-50%;06/03/20;VOTUPORANGA;1;SP;41%
Ranking dos municípios (6/3/2020);Até 40%;06/03/20;VÁRZEA PAULISTA;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;AMERICANA;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;AMPARO;1;SP;38%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ARARAQUARA;1;SP;28%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ARARAS;1;SP;34%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ARAÇATUBA;1;SP;29%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ARUJÁ;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ASSIS;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ATIBAIA;1;SP;33%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;AVARÉ;1;SP;34%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;BARRETOS;1;SP;36%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;BARUERI;1;SP;25%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;BAURU;1;SP;27%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;BEBEDOURO;1;SP;41%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;BIRIGUI;1;SP;37%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;BOTUCATU;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;BRAGANÇA PAULISTA;1;SP;29%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;CAIEIRAS;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;CAJAMAR;1;SP;38%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;CAMPINAS;1;SP;27%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;CAMPO LIMPO PAULISTA;1;SP;34%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;CARAGUATATUBA;1;SP;38%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;CARAPICUÍBA;1;SP;28%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;CATANDUVA;1;SP;29%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;CAÇAPAVA;1;SP;41%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;COTIA;1;SP;33%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;CRUZEIRO;1;SP;45%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;CUBATÃO;1;SP;29%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;DIADEMA;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;EMBU DAS ARTES;1;SP;32%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ESTADO DE SÃO PAULO;1;SP;28%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;FERRAZ DE VASCONCELOS;1;SP;32%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;FRANCA;1;SP;28%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;FRANCISCO MORATO;1;SP;32%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;FRANCO DA ROCHA;1;SP;32%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;GUARATINGUETÁ;1;SP;37%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;GUARUJÁ;1;SP;35%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;GUARULHOS;1;SP;29%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;HORTOLÂNDIA;1;SP;32%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;IBIÚNA;1;SP;44%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;INDAIATUBA;1;SP;32%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;ITANHAÉM;1;SP;41%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ITAPECERICA DA SERRA;1;SP;36%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ITAPETININGA;1;SP;34%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ITAPEVA;1;SP;36%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ITAPEVI;1;SP;32%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ITAPIRA;1;SP;38%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ITAQUAQUECETUBA;1;SP;36%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ITATIBA;1;SP;30%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;ITU;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;JABOTICABAL;1;SP;33%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;JACAREÍ;1;SP;32%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;JANDIRA;1;SP;30%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;JAÚ;1;SP;33%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;JUNDIAÍ;1;SP;27%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;LEME;1;SP;42%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;LIMEIRA;1;SP;27%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;LINS;1;SP;33%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;LORENA;1;SP;46%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;MAIRIPORÃ;1;SP;37%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;MARÍLIA;1;SP;28%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;MATÃO;1;SP;33%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;MAUÁ;1;SP;30%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;MOGI DAS CRUZES;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;MOGI GUAÇU;1;SP;35%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;MOGI MIRIM;1;SP;37%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;OSASCO;1;SP;27%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;OURINHOS;1;SP;30%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;PAULÍNIA;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;PINDAMONHANGABA;1;SP;39%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;PIRACICABA;1;SP;29%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;PIRASSUNUNGA;1;SP;41%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;POÁ;1;SP;33%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;PRAIA GRANDE;1;SP;33%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;PRESIDENTE PRUDENTE;1;SP;26%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;RIBEIRÃO PIRES;1;SP;36%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;RIBEIRÃO PRETO;1;SP;26%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;RIO CLARO;1;SP;33%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SALTO;1;SP;33%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SANTA BÁRBARA D'OESTE;1;SP;30%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SANTANA DE PARNAÍBA;1;SP;32%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SANTO ANDRÉ;1;SP;26%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SANTOS;1;SP;26%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SERTÃOZINHO;1;SP;35%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SOROCABA;1;SP;28%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SUMARÉ;1;SP;30%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SUZANO;1;SP;34%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO BERNARDO DO CAMPO;1;SP;27%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO CAETANO DO SUL;1;SP;26%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO CARLOS;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO JOSÉ DO RIO PRETO;1;SP;26%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO JOSÉ DOS CAMPOS;1;SP;31%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO JOÃO DA BOA VISTA;1;SP;37%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO PAULO;1;SP;25%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO ROQUE;1;SP;36%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;SÃO SEBASTIÃO;1;SP;44%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;SÃO VICENTE;1;SP;35%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;TABOÃO DA SERRA;1;SP;28%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;TATUÍ;1;SP;34%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;TAUBATÉ;1;SP;33%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;UBATUBA;1;SP;45%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;VALINHOS;1;SP;29%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;VINHEDO;1;SP;34%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;VOTORANTIM;1;SP;32%
Ranking dos municípios (12/3/2020);>40-50%;12/03/20;VOTUPORANGA;1;SP;41%
Ranking dos municípios (12/3/2020);Até 40%;12/03/20;VÁRZEA PAULISTA;1;SP;30%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;AMERICANA;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;AMPARO;1;SP;40%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ARARAQUARA;1;SP;30%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ARARAS;1;SP;36%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ARAÇATUBA;1;SP;31%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ARUJÁ;1;SP;35%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ASSIS;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ATIBAIA;1;SP;35%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;AVARÉ;1;SP;37%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;BARRETOS;1;SP;39%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;BARUERI;1;SP;28%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;BAURU;1;SP;28%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;BEBEDOURO;1;SP;47%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;BIRIGUI;1;SP;39%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;BOTUCATU;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;BRAGANÇA PAULISTA;1;SP;31%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;CAIEIRAS;1;SP;33%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;CAJAMAR;1;SP;41%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;CAMPINAS;1;SP;30%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;CAMPO LIMPO PAULISTA;1;SP;36%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;CARAGUATATUBA;1;SP;41%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;CARAPICUÍBA;1;SP;31%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;CATANDUVA;1;SP;32%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;CAÇAPAVA;1;SP;43%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;COTIA;1;SP;36%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;CRUZEIRO;1;SP;49%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;CUBATÃO;1;SP;33%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;DIADEMA;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;EMBU DAS ARTES;1;SP;35%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ESTADO DE SÃO PAULO;1;SP;30%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;FERRAZ DE VASCONCELOS;1;SP;35%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;FRANCA;1;SP;32%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;FRANCISCO MORATO;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;FRANCO DA ROCHA;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;GUARATINGUETÁ;1;SP;39%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;GUARUJÁ;1;SP;37%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;GUARULHOS;1;SP;32%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;HORTOLÂNDIA;1;SP;36%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;IBIÚNA;1;SP;46%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;INDAIATUBA;1;SP;36%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;ITANHAÉM;1;SP;44%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ITAPECERICA DA SERRA;1;SP;39%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ITAPETININGA;1;SP;37%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ITAPEVA;1;SP;37%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ITAPEVI;1;SP;34%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;ITAPIRA;1;SP;40%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ITAQUAQUECETUBA;1;SP;38%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ITATIBA;1;SP;33%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;ITU;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;JABOTICABAL;1;SP;35%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;JACAREÍ;1;SP;35%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;JANDIRA;1;SP;32%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;JAÚ;1;SP;36%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;JUNDIAÍ;1;SP;29%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;LEME;1;SP;45%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;LIMEIRA;1;SP;31%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;LINS;1;SP;36%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;LORENA;1;SP;49%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;MAIRIPORÃ;1;SP;40%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;MARÍLIA;1;SP;30%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;MATÃO;1;SP;35%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;MAUÁ;1;SP;32%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;MOGI DAS CRUZES;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;MOGI GUAÇU;1;SP;37%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;MOGI MIRIM;1;SP;39%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;OSASCO;1;SP;30%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;OURINHOS;1;SP;33%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;PAULÍNIA;1;SP;34%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;PINDAMONHANGABA;1;SP;42%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;PIRACICABA;1;SP;31%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;PIRASSUNUNGA;1;SP;44%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;POÁ;1;SP;36%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;PRAIA GRANDE;1;SP;36%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;PRESIDENTE PRUDENTE;1;SP;28%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;RIBEIRÃO PIRES;1;SP;38%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;RIBEIRÃO PRETO;1;SP;28%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;RIO CLARO;1;SP;36%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SALTO;1;SP;35%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SANTA BÁRBARA D'OESTE;1;SP;32%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SANTANA DE PARNAÍBA;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SANTO ANDRÉ;1;SP;29%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SANTOS;1;SP;29%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;SERTÃOZINHO;1;SP;40%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SOROCABA;1;SP;30%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SUMARÉ;1;SP;33%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SUZANO;1;SP;36%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SÃO BERNARDO DO CAMPO;1;SP;30%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SÃO CAETANO DO SUL;1;SP;28%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SÃO CARLOS;1;SP;34%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SÃO JOSÉ DO RIO PRETO;1;SP;28%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SÃO JOSÉ DOS CAMPOS;1;SP;34%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;SÃO JOÃO DA BOA VISTA;1;SP;40%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SÃO PAULO;1;SP;29%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SÃO ROQUE;1;SP;37%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;SÃO SEBASTIÃO;1;SP;47%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;SÃO VICENTE;1;SP;38%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;TABOÃO DA SERRA;1;SP;31%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;TATUÍ;1;SP;36%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;TAUBATÉ;1;SP;36%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;UBATUBA;1;SP;47%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;VALINHOS;1;SP;32%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;VINHEDO;1;SP;36%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;VOTORANTIM;1;SP;34%
Ranking dos municípios (13/3/2020);>40-50%;13/03/20;VOTUPORANGA;1;SP;45%
Ranking dos municípios (13/3/2020);Até 40%;13/03/20;VÁRZEA PAULISTA;1;SP;33%
Ranking dos municípios (17/3/2020);Até 40%;17/03/20;AMERICANA;1;SP;39%
Ranking dos municípios (17/3/2020);>40-50%;17/03/20;AMPARO;1;SP;45%
Ranking dos municípios (17/3/2020);Até 40%;17/03/20;ARARAQUARA;1;SP;35%
Ranking dos municípios (17/3/2020);>40-50%;17/03/20;ARARAS;1;SP;42%
Ranking dos municípios (17/3/2020);Até 40%;17/03/20;ARAÇATUBA;1;SP;36%
