data,municipio,1a_dose,2a_dose,aplicadas_dia,total_doses,doses_recebidas,perc_aplicadas,perc_vacinadas_1a_dose,perc_vacinadas_2a_dose,populacao
18/02/2021,SAO PAULO,528369,,,,883374.0,,4.451424893383636,,11869660.0
18/02/2021,SAO PEDRO,1198,,,,1596.0,,3.502104770813845,,34208.0
18/02/2021,SAO PEDRO DO TURVO,271,,,,276.0,,3.677568191070701,,7369.0
18/02/2021,SAO ROQUE,2517,,,,5500.0,,2.8787098987819526,,87435.0
18/02/2021,SAO SEBASTIAO,2486,,,,3590.0,,2.8530441269294773,,87135.0
18/02/2021,SAO SEBASTIAO DA GRAMA,597,,,,,,5.001675603217158,,11936.0
18/02/2021,SAO SIMAO,583,,,,,,3.9267192025324986,,14847.0
18/02/2021,SAO VICENTE,7854,,,,16976.0,,2.194289929008267,,357929.0
18/02/2021,SARAPUI,232,,,,296.0,,2.294757665677547,,10110.0
18/02/2021,SARUTAIA,213,,,,,,5.842018650575974,,3646.0
18/02/2021,SEBASTIANOPOLIS DO SUL,207,,,,205.0,,6.286061342241117,,3293.0
18/02/2021,SERRA AZUL,505,,,,634.0,,4.111708190848396,,12282.0
18/02/2021,SERRA NEGRA,1309,,,,1415.0,,4.770408163265307,,27440.0
18/02/2021,SERRANA,1449,,,,2091.0,,3.261016338839627,,44434.0
18/02/2021,SERTAOZINHO,4827,,,,,,3.9450778472477626,,122355.0
18/02/2021,SETE BARRAS,336,,,,440.0,,2.660753880266076,,12628.0
18/02/2021,SEVERINIA,477,,,,603.0,,2.7852388181712016,,17126.0
18/02/2021,SILVEIRAS,265,,,,279.0,,4.27143778207608,,6204.0
18/02/2021,SOCORRO,1682,,,,2088.0,,4.336951757213212,,38783.0
18/02/2021,SOROCABA,17129,,,,38547.0,,2.601029235574682,,658547.0
18/02/2021,SUD MENNUCCI,470,,,,472.0,,6.093608193958253,,7713.0
18/02/2021,SUMARE,7886,,,,,,2.784486533056509,,283212.0
18/02/2021,SUZANAPOLIS,135,,,,,,3.4203192297947806,,3947.0
18/02/2021,SUZANO,10455,,,,11519.0,,3.5927588126542087,,291002.0
18/02/2021,TABAPUA,597,,,,668.0,,5.020181634712412,,11892.0
18/02/2021,TABATINGA,677,,,,686.0,,4.258665156947852,,15897.0
18/02/2021,TABOAO DA SERRA,9589,,,,16547.0,,3.3779427979610457,,283871.0
18/02/2021,TACIBA,256,,,,286.0,,4.228609184010571,,6054.0
18/02/2021,TAGUAI,415,,,,507.0,,3.1158495382536224,,13319.0
18/02/2021,TAIACU,369,,,,450.0,,6.1123074374689415,,6037.0
18/02/2021,TAIUVA,354,,,,,,5.638738451736222,,6278.0
18/02/2021,TAMBAU,830,,,,,,3.6398719466736833,,22803.0
18/02/2021,TANABI,1472,,,,1466.0,,5.86337382991436,,25105.0
18/02/2021,TAPIRAI,277,,,,450.0,,3.5978698532276923,,7699.0
18/02/2021,TAPIRATIBA,600,,,,667.0,,4.758128469468676,,12610.0
18/02/2021,TAQUARAL,139,,,,147.0,,5.05270810614322,,2751.0
18/02/2021,TAQUARITINGA,3958,,,,4109.0,,7.262518578322538,,54499.0
18/02/2021,TAQUARITUBA,1148,,,,1363.0,,4.949769326952098,,23193.0
18/02/2021,TAQUARIVAI,138,,,,,,2.401670727462583,,5746.0
18/02/2021,TARABAI,296,,,,288.0,,4.072086944559087,,7269.0
18/02/2021,TARUMA,309,,,,534.0,,2.086991760097258,,14806.0
18/02/2021,TATUI,6114,,,,6987.0,,5.089782972453236,,120123.0
18/02/2021,TAUBATE,13241,,,,,,4.307963599806091,,307361.0
18/02/2021,TEJUPA,125,,,,137.0,,2.661273153076432,,4697.0
18/02/2021,TEODORO SAMPAIO,895,,,,913.0,,3.993040064245561,,22414.0
18/02/2021,TERRA ROXA,504,,,,499.0,,5.525709900230238,,9121.0
18/02/2021,TIETE,1889,,,,1976.0,,4.599128381174982,,41073.0
18/02/2021,TIMBURI,159,,,,163.0,,6.218224481814627,,2557.0
18/02/2021,TORRE DE PEDRA,167,,,,187.0,,7.198275862068966,,2320.0
18/02/2021,TORRINHA,563,,,,566.0,,5.796355399979409,,9713.0
18/02/2021,TRABIJU,107,,,,,,6.283029947152084,,1703.0
18/02/2021,TREMEMBE,2508,,,,,,5.454782722171473,,45978.0
18/02/2021,TRES FRONTEIRAS,277,,,,304.0,,4.993690283035876,,5547.0
18/02/2021,TUIUTI,231,,,,263.0,,3.522952569772761,,6557.0
18/02/2021,TUPA,4838,,,,,,7.698550355648202,,62843.0
18/02/2021,TUPI PAULISTA,1177,,,,1353.0,,7.911009544293587,,14878.0
18/02/2021,TURIUBA,127,,,,,,6.642259414225942,,1912.0
18/02/2021,TURMALINA,169,,,,186.0,,9.362880886426591,,1805.0
18/02/2021,UBARANA,177,,,,208.0,,2.917903066271019,,6066.0
18/02/2021,UBATUBA,3189,,,,4456.0,,3.586531108012056,,88916.0
18/02/2021,UBIRAJARA,191,,,,224.0,,4.096075487883337,,4663.0
18/02/2021,UCHOA,563,,,,,,5.814313745739956,,9683.0
18/02/2021,UNIAO PAULISTA,102,,,,99.0,,5.8654399079931,,1739.0
18/02/2021,URANIA,678,,,,668.0,,7.87364998258042,,8611.0
18/02/2021,URU,111,,,,122.0,,9.1963545981773,,1207.0
18/02/2021,URUPES,448,,,,729.0,,3.403220905499848,,13164.0
18/02/2021,VALENTIM GENTIL,356,,,,463.0,,2.78778386844166,,12770.0
18/02/2021,VALINHOS,4945,,,,6430.0,,3.9641820717961873,,124742.0
18/02/2021,VALPARAISO,1017,,,,,,4.239619809904952,,23988.0
18/02/2021,VARGEM,280,,,,658.0,,2.8000000000000003,,10000.0
18/02/2021,VARGEM GRANDE DO SUL,1837,,,,2644.0,,4.4263993638707495,,41501.0
18/02/2021,VARGEM GRANDE PAULISTA,1121,,,,1390.0,,2.1246351540881694,,52762.0
18/02/2021,VARZEA PAULISTA,2453,,,,,,2.03509354129506,,120535.0
18/02/2021,VERA CRUZ,520,,,,649.0,,4.941087039148613,,10524.0
18/02/2021,VINHEDO,2503,,,,4484.0,,3.228802518027373,,77521.0
18/02/2021,VIRADOURO,560,,,,675.0,,3.052270125906143,,18347.0
18/02/2021,VISTA ALEGRE DO ALTO,303,,,,335.0,,3.780883453955577,,8014.0
18/02/2021,VITORIA BRASIL,95,,,,100.0,,5.3977272727272725,,1760.0
18/02/2021,VOTORANTIM,3585,,,,5714.0,,2.991888102550407,,119824.0
18/02/2021,VOTUPORANGA,7980,,,,8886.0,,8.696599825632084,,91760.0
18/02/2021,ZACARIAS,104,,,,121.0,,4.0625,,2560.0
19/02/2021,ADAMANTINA,2088,,,,,,6.160382368560807,,33894.0
19/02/2021,ADOLFO,259,,,,,,7.513780098636495,,3447.0
19/02/2021,AGUAI,1088,,,,,,3.055493147607279,,35608.0
19/02/2021,AGUAS DA PRATA,400,,,,,,5.130178273695011,,7797.0
19/02/2021,AGUAS DE LINDOIA,775,,,,,,4.217916621312725,,18374.0
19/02/2021,AGUAS DE SANTA BARBARA,280,,,,,,4.720957679986512,,5931.0
19/02/2021,AGUAS DE SAO PEDRO,208,,,,,,6.662395900064061,,3122.0
19/02/2021,AGUDOS,2280,,,,,,6.309846681795539,,36134.0
19/02/2021,ALAMBARI,189,,,,,,3.270462017650112,,5779.0
19/02/2021,ALFREDO MARCONDES,278,,,,,,7.079195314489432,,3927.0
19/02/2021,ALTAIR,230,,,,,,5.698711595639247,,4036.0
19/02/2021,ALTINOPOLIS,757,,,,,,4.867228187487944,,15553.0
19/02/2021,ALTO ALEGRE,172,,,,,,4.281802340054767,,4017.0
19/02/2021,ALUMINIO,495,,,,,,2.754284442466058,,17972.0
19/02/2021,ALVARES FLORENCE,183,,,,,,5.053852526926264,,3621.0
19/02/2021,ALVARES MACHADO,885,,,,,,3.7202068182773553,,23789.0
19/02/2021,ALVARO DE CARVALHO,127,,,,,,2.5178429817605075,,5044.0
19/02/2021,ALVINLANDIA,151,,,,,,4.7544080604534,,3176.0
19/02/2021,AMERICANA,8666,,,,,,3.7120167224939817,,233458.0
19/02/2021,AMERICO BRASILIENSE,1643,,,,,,4.082697612007057,,40243.0
19/02/2021,AMERICO DE CAMPOS,317,,,,,,5.52649930264993,,5736.0
19/02/2021,AMPARO,3760,,,,,,5.399273395654734,,69639.0
19/02/2021,ANALANDIA,179,,,,,,3.690721649484536,,4850.0
19/02/2021,ANDRADINA,2491,,,,,,4.44392906839833,,56054.0
19/02/2021,ANGATUBA,691,,,,,,2.820293049263295,,24501.0
19/02/2021,ANHEMBI,162,,,,,,2.4280575539568345,,6672.0
19/02/2021,ANHUMAS,216,,,,,,5.4504163512490535,,3963.0
19/02/2021,APARECIDA,658,,,,,,1.8426727155619032,,35709.0
19/02/2021,APARECIDA D'OESTE,323,,,,,,7.817037754114231,,4132.0
19/02/2021,APIAI,642,,,,,,2.602773047920214,,24666.0
19/02/2021,ARACARIGUAMA,478,,,,,,2.278360343183985,,20980.0
19/02/2021,ARACATUBA,11902,,,,,,6.248785891667411,,190469.0
19/02/2021,ARACOIABA DA SERRA,872,,,,,,2.692188947205928,,32390.0
19/02/2021,ARAMINA,213,,,,,,3.875545851528385,,5496.0
19/02/2021,ARANDU,213,,,,,,3.454987834549878,,6165.0
19/02/2021,ARAPEI,127,,,,,,5.139619587211655,,2471.0
19/02/2021,ARARAQUARA,16570,,,,,,7.279740618053054,,227618.0
19/02/2021,ARARAS,6711,,,,,,5.120672684404496,,131057.0
19/02/2021,ARCO-IRIS,259,,,,,,14.262114537444932,,1816.0
19/02/2021,AREALVA,395,,,,,,4.819424109321621,,8196.0
19/02/2021,AREIAS,188,,,,,,4.892011449388499,,3843.0
19/02/2021,AREIOPOLIS,222,,,,,,2.0447637468914066,,10857.0
19/02/2021,ARIRANHA,549,,,,,,5.890557939914163,,9320.0
19/02/2021,ARTUR NOGUEIRA,1674,,,,,,3.181965063012032,,52609.0
19/02/2021,ARUJA,1506,,,,,,1.6781066143697627,,89744.0
19/02/2021,ASPASIA,108,,,,,,6.118980169971672,,1765.0
19/02/2021,ASSIS,5719,,,,,,5.641096457916177,,101381.0
19/02/2021,ATIBAIA,7504,,,,,,5.375127143532513,,139606.0
19/02/2021,AURIFLAMA,558,,,,,,3.855987837744456,,14471.0
19/02/2021,AVAI,590,,,,,,11.15733736762481,,5288.0
19/02/2021,AVANHANDAVA,385,,,,,,3.178140993891365,,12114.0
19/02/2021,AVARE,5026,,,,,,5.741506545728712,,87538.0
19/02/2021,BADY BASSITT,714,,,,,,4.372588645967297,,16329.0
19/02/2021,BALBINOS,149,,,,,,4.02267818574514,,3704.0
19/02/2021,BALSAMO,516,,,,,,6.053496011262318,,8524.0
19/02/2021,BANANAL,536,,,,,,5.032391324758239,,10651.0
19/02/2021,BARAO DE ANTONINA,198,,,,,,5.852793378657996,,3383.0
19/02/2021,BARBOSA,322,,,,,,4.420647995606809,,7284.0
19/02/2021,BARIRI,1777,,,,,,5.227546847880446,,33993.0
19/02/2021,BARRA BONITA,2133,,,,,,6.109297130091081,,34914.0
19/02/2021,BARRA DO CHAPEU,115,,,,,,2.079566003616637,,5530.0
19/02/2021,BARRA DO TURVO,590,,,,,,7.675295954208404,,7687.0
19/02/2021,BARRETOS,9800,,,,,,8.301707779886149,,118048.0
19/02/2021,BARRINHA,618,,,,,,1.911064382460264,,32338.0
19/02/2021,BARUERI,12243,,,,,,4.630659253375695,,264390.0
19/02/2021,BASTOS,839,,,,,,4.132801339835476,,20301.0
19/02/2021,BATATAIS,2067,,,,,,3.4323004881936834,,60222.0
19/02/2021,BAURU,23124,,,,,,6.348822843022857,,364225.0
19/02/2021,BEBEDOURO,3381,,,,,,4.559368889488234,,74155.0
19/02/2021,BENTO DE ABREU,117,,,,,,3.972835314091681,,2945.0
19/02/2021,BERNARDINO DE CAMPOS,629,,,,,,5.831092982293502,,10787.0
19/02/2021,BERTIOGA,1722,,,,,,2.720808974561542,,63290.0
19/02/2021,BILAC,542,,,,,,6.9344933469805525,,7816.0
19/02/2021,BIRIGUI,2926,,,,,,2.4116245909881395,,121329.0
19/02/2021,BIRITIBA-MIRIM,708,,,,,,,,
19/02/2021,BOA ESPERANCA DO SUL,503,,,,,,3.4494582361815933,,14582.0
19/02/2021,BOCAINA,508,,,,,,4.186238154099712,,12135.0
19/02/2021,BOFETE,295,,,,,,2.663416395810762,,11076.0
19/02/2021,BOITUVA,1561,,,,,,2.724638693011241,,57292.0
19/02/2021,BOM JESUS DOS PERDOES,550,,,,,,2.264213083034869,,24291.0
19/02/2021,BOM SUCESSO DE ITARARE,106,,,,,,2.745402745402745,,3861.0
19/02/2021,BORA,60,,,,,,7.389162561576355,,812.0
19/02/2021,BORACEIA,210,,,,,,4.412691741962598,,4759.0
19/02/2021,BORBOREMA,720,,,,,,4.698818769170527,,15323.0
19/02/2021,BOREBI,98,,,,,,3.799922450562233,,2579.0
19/02/2021,BOTUCATU,13480,,,,,,9.551138980408828,,141135.0
19/02/2021,BRAGANCA PAULISTA,7415,,,,,,4.521892913769972,,163980.0
19/02/2021,BRAUNA,299,,,,,,5.3854466858789625,,5552.0
19/02/2021,BREJO ALEGRE,147,,,,,,5.310693641618497,,2768.0
19/02/2021,BRODOWSKI,865,,,,,,3.612746940650712,,23943.0
19/02/2021,BROTAS,896,,,,,,3.756813417190776,,23850.0
19/02/2021,BURI,507,,,,,,2.576481349730664,,19678.0
19/02/2021,BURITAMA,753,,,,,,4.537237888647867,,16596.0
19/02/2021,BURITIZAL,256,,,,,,5.943812398421175,,4307.0
19/02/2021,CABRALIA PAULISTA,217,,,,,,5.037140204271124,,4308.0
19/02/2021,CABREUVA,71,,,,,,0.1436374671252276,,49430.0
19/02/2021,CACAPAVA,3675,,,,,,4.028854270585526,,91217.0
19/02/2021,CACHOEIRA PAULISTA,1529,,,,,,4.743880115416835,,32231.0
19/02/2021,CACONDE,849,,,,,,4.503023231144584,,18854.0
19/02/2021,CAFELANDIA,485,,,,,,2.812572488981675,,17244.0
19/02/2021,CAIABU,127,,,,,,3.0952961247867417,,4103.0
19/02/2021,CAIEIRAS,3192,,,,,,3.1725837872222,,100612.0
19/02/2021,CAIUA,251,,,,,,4.482142857142858,,5600.0
19/02/2021,CAJAMAR,1609,,,,,,2.072732425573576,,77627.0
19/02/2021,CAJATI,410,,,,,,1.414183222958057,,28992.0
19/02/2021,CAJOBI,570,,,,,,5.640771895101435,,10105.0
19/02/2021,CAJURU,1039,,,,,,4.0486303238124925,,25663.0
19/02/2021,CAMPINA DO MONTE ALEGRE,180,,,,,,3.0970406056434965,,5812.0
19/02/2021,CAMPINAS,71618,,,,,,6.092551176051743,,1175501.0
19/02/2021,CAMPO LIMPO PAULISTA,2606,,,,,,3.1457473262354845,,82842.0
19/02/2021,CAMPOS DO JORDAO,2169,,,,,,4.327786424039267,,50118.0
19/02/2021,CAMPOS NOVOS PAULISTA,186,,,,,,3.8613244758148224,,4817.0
19/02/2021,CANANEIA,461,,,,,,3.735515760473219,,12341.0
19/02/2021,CANAS,145,,,,,,2.863349131121643,,5064.0
19/02/2021,CANDIDO MOTA,1131,,,,,,3.767613844565109,,30019.0
19/02/2021,CANDIDO RODRIGUES,167,,,,,,6.245325355273,,2674.0
19/02/2021,CANITAR,157,,,,,,3.145662191945501,,4991.0
19/02/2021,CAPAO BONITO,1453,,,,,,3.1302511956568573,,46418.0
19/02/2021,CAPELA DO ALTO,439,,,,,,2.1370849965923475,,20542.0
19/02/2021,CAPIVARI,1249,,,,,,2.303110766904538,,54231.0
19/02/2021,CARAGUATATUBA,4233,,,,,,3.6458064182729575,,116106.0
19/02/2021,CARAPICUIBA,7012,,,,,,1.7769983628908408,,394598.0
19/02/2021,CARDOSO,585,,,,,,4.991041719989762,,11721.0
19/02/2021,CASA BRANCA,1467,,,,,,4.9792953635191095,,29462.0
19/02/2021,CASSIA DOS COQUEIROS,129,,,,,,5.170340681362726,,2495.0
19/02/2021,CASTILHO,1137,,,,,,5.48533384793516,,20728.0
19/02/2021,CATANDUVA,10293,,,,,,8.781973619097998,,117206.0
19/02/2021,CATIGUA,260,,,,,,3.453313853101341,,7529.0
19/02/2021,CEDRAL,694,,,,,,7.854232684472612,,8836.0
19/02/2021,CERQUEIRA CESAR,857,,,,,,4.460521521886223,,19213.0
19/02/2021,CERQUILHO,1178,,,,,,2.538191377044236,,46411.0
19/02/2021,CESARIO LANGE,581,,,,,,3.368506493506493,,17248.0
19/02/2021,CHARQUEADA,429,,,,,,2.533514439260616,,16933.0
19/02/2021,CHAVANTES,228,,,,,,1.865335842264584,,12223.0
19/02/2021,CLEMENTINA,220,,,,,,2.6429601153291684,,8324.0
19/02/2021,COLINA,493,,,,,,2.800658978583196,,17603.0
19/02/2021,COLOMBIA,346,,,,,,5.7227919285478,,6046.0
19/02/2021,CONCHAL,836,,,,,,3.064066852367688,,27284.0
19/02/2021,CONCHAS,675,,,,,,3.939535426637096,,17134.0
19/02/2021,CORDEIROPOLIS,715,,,,,,2.935621612744293,,24356.0
19/02/2021,COROADOS,166,,,,,,2.80121498481269,,5926.0
19/02/2021,CORONEL MACEDO,237,,,,,,4.893660953954161,,4843.0
19/02/2021,CORUMBATAI,138,,,,,,3.4830893488137304,,3962.0
19/02/2021,COSMOPOLIS,1588,,,,,,2.2277713868858897,,71282.0
19/02/2021,COSMORAMA,346,,,,,,4.944976418465057,,6997.0
19/02/2021,COTIA,5633,,,,,,2.2766586911536475,,247424.0
19/02/2021,CRAVINHOS,315,,,,,,0.9149529452771,,34428.0
19/02/2021,CRISTAIS PAULISTA,288,,,,,,3.4183976261127595,,8425.0
19/02/2021,CRUZALIA,97,,,,,,4.581955597543693,,2117.0
19/02/2021,CRUZEIRO,2579,,,,,,3.2266943586022245,,79927.0
19/02/2021,CUBATAO,3152,,,,,,2.4406674668008828,,129145.0
19/02/2021,CUNHA,656,,,,,,3.025690696923573,,21681.0
19/02/2021,DESCALVADO,1934,,,,,,5.963613937711995,,32430.0
19/02/2021,DIADEMA,12933,,,,,,3.1974624020648887,,404477.0
19/02/2021,DIRCE REIS,104,,,,,,6.0570762958648805,,1717.0
19/02/2021,DIVINOLANDIA,923,,,,,,8.478780084512218,,10886.0
19/02/2021,DOBRADA,238,,,,,,2.672955974842768,,8904.0
19/02/2021,DOIS CORREGOS,1134,,,,,,4.20436007711701,,26972.0
19/02/2021,DOLCINOPOLIS,100,,,,,,4.901960784313726,,2040.0
19/02/2021,DOURADO,443,,,,,,5.222824805470408,,8482.0
19/02/2021,DRACENA,3238,,,,,,7.196355150572285,,44995.0
19/02/2021,DUARTINA,611,,,,,,5.102296450939457,,11975.0
19/02/2021,DUMONT,302,,,,,,3.1556948798328106,,9570.0
19/02/2021,ECHAPORA,132,,,,,,2.123210551713045,,6217.0
19/02/2021,ELDORADO,1372,,,,,,9.004988185875558,,15236.0
19/02/2021,ELIAS FAUSTO,475,,,,,,2.738383488988816,,17346.0
19/02/2021,ELISIARIO,161,,,,,,4.601314661331809,,3499.0
19/02/2021,EMBAUBA,125,,,,,,5.188875051888751,,2409.0
19/02/2021,EMBU DAS ARTES,4729,,,,,,1.7463717271686547,,270790.0
19/02/2021,EMBU-GUACU,1918,,,,,,2.8183915477642425,,68053.0
19/02/2021,EMILIANOPOLIS,151,,,,,,4.921773142112125,,3068.0
19/02/2021,ENGENHEIRO COELHO,487,,,,,,2.371560749939128,,20535.0
19/02/2021,ESPIRITO SANTO DO PINHAL,2624,,,,,,6.163530876377046,,42573.0
19/02/2021,ESPIRITO SANTO DO TURVO,117,,,,,,2.438007918316316,,4799.0
19/02/2021,ESTADO DE SAO PAULO,1830164,0.0,0.0,1830164.0,0.0,,,,44639899.0
19/02/2021,ESTIVA GERBI,240,,,,,,2.166260492824262,,11079.0
19/02/2021,ESTRELA D'OESTE,532,,,,,,6.572769953051644,,8094.0
19/02/2021,ESTRELA DO NORTE,96,,,,,,3.602251407129456,,2665.0
19/02/2021,EUCLIDES DA CUNHA PAULISTA,273,,,,,,2.8625353884869456,,9537.0
19/02/2021,FARTURA,796,,,,,,5.088212733316287,,15644.0
19/02/2021,FERNANDO PRESTES,366,,,,,,6.568557071069633,,5572.0
19/02/2021,FERNANDOPOLIS,5153,,,,,,7.794348983543078,,66112.0
19/02/2021,FERNAO,119,,,,,,7.216494845360824,,1649.0
19/02/2021,FERRAZ DE VASCONCELOS,4499,,,,,,2.330641276024804,,193037.0
19/02/2021,FLORA RICA,114,,,,,,7.174323473882946,,1589.0
19/02/2021,FLOREAL,217,,,,,,7.598039215686274,,2856.0
19/02/2021,FLORIDA PAULISTA,579,,,,,,4.7772277227722775,,12120.0
19/02/2021,FLORINEA,185,,,,,,6.84424713281539,,2703.0
19/02/2021,FRANCA,10689,,,,,,3.124296675191816,,342125.0
19/02/2021,FRANCISCO MORATO,2891,,,,,,1.657654971531453,,174403.0
19/02/2021,FRANCO DA ROCHA,5595,,,,,,3.676059947043712,,152201.0
19/02/2021,GABRIEL MONTEIRO,59,,,,,,2.1982116244411327,,2684.0
19/02/2021,GALIA,511,,,,,,7.786073442023465,,6563.0
19/02/2021,GARCA,2351,,,,,,5.533978297201234,,42483.0
19/02/2021,GASTAO VIDIGAL,180,,,,,,3.7751677852349,,4768.0
19/02/2021,GAVIAO PEIXOTO,206,,,,,,4.468546637744035,,4610.0
19/02/2021,GENERAL SALGADO,855,,,,,,8.029676934635614,,10648.0
19/02/2021,GETULINA,452,,,,,,4.167050797455517,,10847.0
19/02/2021,GLICERIO,183,,,,,,3.853442830069488,,4749.0
19/02/2021,GUAICARA,359,,,,,,3.004938478279066,,11947.0
19/02/2021,GUAIMBE,325,,,,,,5.87278641127575,,5534.0
19/02/2021,GUAIRA,1540,,,,,,3.942551393973528,,39061.0
19/02/2021,GUAPIACU,733,,,,,,3.5159247889485803,,20848.0
19/02/2021,GUAPIARA,405,,,,,,2.278481012658228,,17775.0
19/02/2021,GUARA,1150,,,,,,5.522474068382635,,20824.0
19/02/2021,GUARACAI,388,,,,,,4.61245839277223,,8412.0
19/02/2021,GUARACI,470,,,,,,4.281289852432137,,10978.0
19/02/2021,GUARANI D'OESTE,91,,,,,,4.734651404786681,,1922.0
19/02/2021,GUARANTA,313,,,,,,4.832484174772271,,6477.0
19/02/2021,GUARARAPES,1263,,,,,,3.9375233819678255,,32076.0
19/02/2021,GUARAREMA,1201,,,,,,4.081008529002005,,29429.0
19/02/2021,GUARATINGUETA,4034,,,,,,3.4086780176602307,,118345.0
19/02/2021,GUAREI,520,,,,,,3.301587301587302,,15750.0
19/02/2021,GUARIBA,1090,,,,,,2.793367673816663,,39021.0
19/02/2021,GUARUJA,8093,,,,,,2.557797759201024,,316405.0
19/02/2021,GUARULHOS,42514,,,,,,3.146213761077501,,1351275.0
19/02/2021,GUATAPARA,232,,,,,,3.118279569892473,,7440.0
19/02/2021,GUZOLANDIA,153,,,,,,2.995887996867045,,5107.0
19/02/2021,HERCULANDIA,403,,,,,,4.352051835853132,,9260.0
19/02/2021,HOLAMBRA,527,,,,,,3.636238183950872,,14493.0
19/02/2021,HORTOLANDIA,2648,,,,,,1.1499643893202702,,230268.0
19/02/2021,IACANGA,517,,,,,,4.572793207146648,,11306.0
19/02/2021,IACRI,221,,,,,,3.5235969387755106,,6272.0
19/02/2021,IARAS,241,,,,,,3.4957934435741223,,6894.0
19/02/2021,IBATE,953,,,,,,2.7433934020381137,,34738.0
19/02/2021,IBIRA,487,,,,,,4.038477485695331,,12059.0
19/02/2021,IBIRAREMA,367,,,,,,4.887468371287787,,7509.0
19/02/2021,IBITINGA,2978,,,,,,5.090511273311567,,58501.0
19/02/2021,IBIUNA,1007,,,,,,1.3175454664398796,,76430.0
19/02/2021,ICEM,407,,,,,,5.067231075697211,,8032.0
19/02/2021,IEPE,458,,,,,,5.782098219921727,,7921.0
19/02/2021,IGARACU DO TIETE,609,,,,,,2.5233064014916096,,24135.0
19/02/2021,IGARAPAVA,1059,,,,,,3.5951928299837044,,29456.0
19/02/2021,IGARATA,442,,,,,,4.7465635738831615,,9312.0
19/02/2021,IGUAPE,940,,,,,,3.190225691498388,,29465.0
19/02/2021,ILHA COMPRIDA,368,,,,,,3.5742035742035743,,10296.0
19/02/2021,ILHA SOLTEIRA,1571,,,,,,6.101444772409508,,25748.0
19/02/2021,ILHABELA,1767,,,,,,5.279354645951599,,33470.0
19/02/2021,INDAIATUBA,10377,,,,,,4.272691338504867,,242868.0
19/02/2021,INDIANA,252,,,,,,5.277486910994765,,4775.0
19/02/2021,INDIAPORA,252,,,,,,6.538661131292164,,3854.0
19/02/2021,INUBIA PAULISTA,216,,,,,,5.549845837615622,,3892.0
19/02/2021,IPAUSSU,592,,,,,,4.081069902109472,,14506.0
19/02/2021,IPERO,688,,,,,,2.0027945971122496,,34352.0
19/02/2021,IPEUNA,214,,,,,,2.8265750891559898,,7571.0
19/02/2021,IPIGUA,192,,,,,,3.670426304721851,,5231.0
19/02/2021,IPORANGA,359,,,,,,8.146131154980713,,4407.0
19/02/2021,IPUA,579,,,,,,3.6504634007944015,,15861.0
19/02/2021,IRACEMAPOLIS,859,,,,,,3.631521095797751,,23654.0
19/02/2021,IRAPUA,333,,,,,,4.30566330488751,,7734.0
19/02/2021,IRAPURU,314,,,,,,4.281428961003545,,7334.0
19/02/2021,ITABERA,572,,,,,,3.247416827523561,,17614.0
19/02/2021,ITAI,757,,,,,,2.8558493982721544,,26507.0
19/02/2021,ITAJOBI,737,,,,,,5.043109347201314,,14614.0
19/02/2021,ITAJU,167,,,,,,4.570333880678708,,3654.0
19/02/2021,ITANHAEM,4085,,,,,,4.136415646485818,,98757.0
19/02/2021,ITAOCA,190,,,,,,5.963590709353421,,3186.0
19/02/2021,ITAPECERICA DA SERRA,5006,,,,,,2.9513203119933498,,169619.0
19/02/2021,ITAPETININGA,8157,,,,,,5.093349984389635,,160150.0
19/02/2021,ITAPEVA,3775,,,,,,4.116999116617408,,91693.0
19/02/2021,ITAPEVI,4262,,,,,,1.7929108087870298,,237714.0
19/02/2021,ITAPIRA,3486,,,,,,4.875524475524475,,71500.0
19/02/2021,ITAPIRAPUA PAULISTA,128,,,,,,3.062200956937799,,4180.0
19/02/2021,ITAPOLIS,2200,,,,,,5.295080388947723,,41548.0
19/02/2021,ITAPORANGA,604,,,,,,4.112200435729847,,14688.0
19/02/2021,ITAPUI,510,,,,,,3.701284563466144,,13779.0
19/02/2021,ITAPURA,206,,,,,,4.19039869812856,,4916.0
19/02/2021,ITAQUAQUECETUBA,5753,,,,,,1.5523936220449068,,370589.0
19/02/2021,ITARARE,1245,,,,,,2.539883308172508,,49018.0
19/02/2021,ITARIRI,382,,,,,,2.211416000926248,,17274.0
19/02/2021,ITATIBA,4603,,,,,,3.9036263102547575,,117916.0
19/02/2021,ITATINGA,539,,,,,,2.62287104622871,,20550.0
19/02/2021,ITIRAPINA,710,,,,,,4.137046964223284,,17162.0
19/02/2021,ITIRAPUA,276,,,,,,4.395604395604396,,6279.0
19/02/2021,ITOBI,419,,,,,,5.506636877382047,,7609.0
19/02/2021,ITU,6685,,,,,,3.93763400325142,,169772.0
19/02/2021,ITUPEVA,1499,,,,,,2.5338494565493,,59159.0
19/02/2021,ITUVERAVA,1819,,,,,,4.519703821497789,,40246.0
19/02/2021,JABORANDI,354,,,,,,5.3017822375318255,,6677.0
19/02/2021,JABOTICABAL,3074,,,,,,4.1416849678662375,,74221.0
19/02/2021,JACAREI,7840,,,,,,3.439426177367348,,227945.0
19/02/2021,JACI,621,,,,,,8.91089108910891,,6969.0
19/02/2021,JACUPIRANGA,485,,,,,,2.8161653698757405,,17222.0
19/02/2021,JAGUARIUNA,1083,,,,,,1.9745478413068844,,54848.0
19/02/2021,JALES,3484,,,,,,7.372920810936641,,47254.0
