;datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_28d;internacoes_28d_l;internacoes_28v28
18;2020-10-09;DRS 01 Grande São Paulo;2027,43;4822,29;42,04;21138247;22,81;16801;21613;-22,26
19;2020-10-09;DRS 02 Araçatuba;58,86;119,43;49,28;764041;15,63;457;405;12,84
20;2020-10-09;DRS 03 Araraquara;45,14;123,14;36,66;991435;12,42;925;1004;-7,87
21;2020-10-09;DRS 04 Baixada Santista;107,0;412,29;25,95;1831884;22,51;782;1065;-26,57
22;2020-10-09;DRS 05 Barretos;56,14;91,57;61,31;425090;21,54;614;535;14,77
23;2020-10-09;DRS 06 Bauru;150,57;227,57;66,16;1741281;13,07;1405;1396;0,64
24;2020-10-09;DRS 07 Campinas;271,57;697,14;38,95;4562125;15,28;2404;3392;-29,13
25;2020-10-09;DRS 08 Franca;59,57;110,0;54,15;696336;15,8;492;665;-26,02
26;2020-10-09;DRS 09 Marília;66,0;160,0;41,25;1109670;14,42;697;773;-9,83
27;2020-10-09;DRS 10 Piracicaba;87,71;244,57;35,86;1539600;15,89;727;1008;-27,88
28;2020-10-09;DRS 11 Presidente Prudente;48,86;77,86;62,75;752260;10,35;651;737;-11,67
29;2020-10-09;DRS 12 Registro;11,29;39,0;28,95;278754;13,99;160;171;-6,43
30;2020-10-09;DRS 13 Ribeirão Preto;165,29;308,43;53,59;1477530;20,87;1602;1919;-16,52
31;2020-10-09;DRS 14 São João da Boa Vista;55,86;126,29;44,23;809836;15,59;611;605;0,99
32;2020-10-09;DRS 15 São José do Rio Preto;265,29;445,0;59,62;1570421;28,34;2412;2451;-1,59
33;2020-10-09;DRS 16 Sorocaba;111,43;238,0;46,82;2461760;9,67;1135;1261;-9,99
34;2020-10-09;DRS 17 Taubaté;152,57;434,43;35,12;2489629;17,45;1511;2293;-34,1
35;2020-10-09;Estado de São Paulo;3740,57;8677,0;43,11;44639899;19,44;33386;41293;-19,15
36;2020-10-10;DRS 01 Grande São Paulo;2022,0;4812,57;42,01;21138247;22,77;16715;21274;-21,43
37;2020-10-10;DRS 02 Araçatuba;59,86;119,43;50,12;764041;15,63;474;402;17,91
38;2020-10-10;DRS 03 Araraquara;45,14;123,0;36,7;991435;12,41;929;989;-6,07
39;2020-10-10;DRS 04 Baixada Santista;106,29;412,29;25,78;1831884;22,51;762;1061;-28,18
40;2020-10-10;DRS 05 Barretos;56,86;91,29;62,29;425090;21,48;611;541;12,94
41;2020-10-10;DRS 06 Bauru;152,14;227,71;66,81;1741281;13,08;1408;1386;1,59
42;2020-10-10;DRS 07 Campinas;267,57;679,29;39,39;4562125;14,89;2374;3347;-29,07
43;2020-10-10;DRS 08 Franca;57,29;110,0;52,08;696336;15,8;488;669;-27,06
44;2020-10-10;DRS 09 Marília;66,57;159,29;41,79;1109670;14,35;709;759;-6,59
45;2020-10-10;DRS 10 Piracicaba;84,71;243,71;34,76;1539600;15,83;730;986;-25,96
46;2020-10-10;DRS 11 Presidente Prudente;48,43;77,86;62,2;752260;10,35;651;729;-10,7
47;2020-10-10;DRS 12 Registro;11,14;39,0;28,56;278754;13,99;161;165;-2,42
48;2020-10-10;DRS 13 Ribeirão Preto;160,43;308,57;51,99;1477530;20,88;1597;1894;-15,68
49;2020-10-10;DRS 14 São João da Boa Vista;55,43;126,86;43,69;809836;15,66;610;608;0,33
50;2020-10-10;DRS 15 São José do Rio Preto;264,0;444,29;59,42;1570421;28,29;2423;2429;-0,25
51;2020-10-10;DRS 16 Sorocaba;111,57;236,43;47,19;2461760;9,6;1123;1262;-11,01
52;2020-10-10;DRS 17 Taubaté;148,86;435,43;34,19;2489629;17,49;1503;2267;-33,7
53;2020-10-10;Estado de São Paulo;3718,29;8647,0;43,0;44639899;19,37;33268;40768;-18,4
54;2020-10-11;DRS 01 Grande São Paulo;2007,0;4781,86;41,97;21138247;22,62;16541;21049;-21,42
55;2020-10-11;DRS 02 Araçatuba;60,0;120,0;50,0;764041;15,71;479;400;19,75
56;2020-10-11;DRS 03 Araraquara;46,71;123,43;37,84;991435;12,45;932;972;-4,12
57;2020-10-11;DRS 04 Baixada Santista;106,86;411,71;25,96;1831884;22,47;748;1062;-29,57
58;2020-10-11;DRS 05 Barretos;57,0;91,0;62,64;425090;21,41;613;534;14,79
59;2020-10-11;DRS 06 Bauru;152,0;228,0;66,67;1741281;13,09;1376;1401;-1,78
60;2020-10-11;DRS 07 Campinas;260,57;670,57;38,86;4562125;14,7;2319;3311;-29,96
61;2020-10-11;DRS 08 Franca;56,0;110,0;50,91;696336;15,8;492;660;-25,45
62;2020-10-11;DRS 09 Marília;65,57;159,43;41,13;1109670;14,37;705;753;-6,37
63;2020-10-11;DRS 10 Piracicaba;81,43;242,57;33,57;1539600;15,76;719;964;-25,41
64;2020-10-11;DRS 11 Presidente Prudente;49,71;78,14;63,62;752260;10,39;644;734;-12,26
65;2020-10-11;DRS 12 Registro;11,43;39,0;29,31;278754;13,99;163;167;-2,4
66;2020-10-11;DRS 13 Ribeirão Preto;157,43;309,0;50,95;1477530;20,91;1580;1862;-15,15
67;2020-10-11;DRS 14 São João da Boa Vista;54,0;126,71;42,62;809836;15,65;608;605;0,5
68;2020-10-11;DRS 15 São José do Rio Preto;260,86;443,71;58,79;1570421;28,25;2437;2428;0,37
69;2020-10-11;DRS 16 Sorocaba;110,86;234,0;47,38;2461760;9,51;1095;1249;-12,33
70;2020-10-11;DRS 17 Taubaté;148,71;432,71;34,37;2489629;17,38;1502;2200;-31,73
71;2020-10-11;Estado de São Paulo;3686,14;8601,86;42,85;44639899;19,27;32953;40351;-18,33
72;2020-10-12;DRS 01 Grande São Paulo;1990,29;4748,71;41,91;21138247;22,47;16396;20875;-21,46
73;2020-10-12;DRS 02 Araçatuba;60,86;120,14;50,66;764041;15,72;476;404;17,82
74;2020-10-12;DRS 03 Araraquara;46,86;123,57;37,92;991435;12,46;905;977;-7,37
75;2020-10-12;DRS 04 Baixada Santista;106,57;410,71;25,95;1831884;22,42;759;1054;-27,99
76;2020-10-12;DRS 05 Barretos;56,43;91,0;62,01;425090;21,41;605;539;12,24
77;2020-10-12;DRS 06 Bauru;151,86;228,43;66,48;1741281;13,12;1372;1392;-1,44
78;2020-10-12;DRS 07 Campinas;255,71;661,57;38,65;4562125;14,5;2302;3301;-30,26
79;2020-10-12;DRS 08 Franca;55,43;110,0;50,39;696336;15,8;481;660;-27,12
80;2020-10-12;DRS 09 Marília;63,57;160,14;39,7;1109670;14,43;697;746;-6,57
81;2020-10-12;DRS 10 Piracicaba;78,29;241,71;32,39;1539600;15,7;712;948;-24,89
82;2020-10-12;DRS 11 Presidente Prudente;50,29;78,29;64,24;752260;10,41;647;731;-11,49
83;2020-10-12;DRS 12 Registro;11,71;39,0;30,03;278754;13,99;161;157;2,55
84;2020-10-12;DRS 13 Ribeirão Preto;151,43;308,14;49,14;1477530;20,86;1569;1841;-14,77
85;2020-10-12;DRS 14 São João da Boa Vista;52,57;127,0;41,39;809836;15,68;602;578;4,15
86;2020-10-12;DRS 15 São José do Rio Preto;256,57;442,71;57,95;1570421;28,19;2421;2415;0,25
87;2020-10-12;DRS 16 Sorocaba;110,14;232,71;47,33;2461760;9,45;1081;1241;-12,89
88;2020-10-12;DRS 17 Taubaté;148,43;428,71;34,62;2489629;17,22;1488;2164;-31,24
89;2020-10-12;Estado de São Paulo;3647,0;8552,57;42,64;44639899;19,16;32674;40023;-18,36
90;2020-10-13;DRS 01 Grande São Paulo;1972,86;4732,57;41,69;21138247;22,39;16286;20715;-21,38
91;2020-10-13;DRS 02 Araçatuba;62,0;120,14;51,61;764041;15,72;480;402;19,4
92;2020-10-13;DRS 03 Araraquara;46,43;123,57;37,57;991435;12,46;890;1001;-11,09
93;2020-10-13;DRS 04 Baixada Santista;106,0;410,71;25,81;1831884;22,42;772;1043;-25,98
94;2020-10-13;DRS 05 Barretos;55,86;91,0;61,38;425090;21,41;610;530;15,09
95;2020-10-13;DRS 06 Bauru;151,29;229,14;66,03;1741281;13,16;1371;1379;-0,58
96;2020-10-13;DRS 07 Campinas;252,86;658,29;38,41;4562125;14,43;2236;3286;-31,95
97;2020-10-13;DRS 08 Franca;53,57;110,0;48,7;696336;15,8;483;652;-25,92
98;2020-10-13;DRS 09 Marília;63,14;160,86;39,25;1109670;14,5;690;751;-8,12
99;2020-10-13;DRS 10 Piracicaba;76,29;240,86;31,67;1539600;15,64;705;932;-24,36
100;2020-10-13;DRS 11 Presidente Prudente;49,43;78,14;63,26;752260;10,39;637;727;-12,38
101;2020-10-13;DRS 12 Registro;11,86;39,0;30,41;278754;13,99;158;159;-0,63
102;2020-10-13;DRS 13 Ribeirão Preto;145,57;306,57;47,48;1477530;20,75;1564;1824;-14,25
103;2020-10-13;DRS 14 São João da Boa Vista;50,57;127,43;39,68;809836;15,74;601;577;4,16
104;2020-10-13;DRS 15 São José do Rio Preto;251,57;442,57;56,84;1570421;28,18;2400;2408;-0,33
105;2020-10-13;DRS 16 Sorocaba;111,43;231,86;48,06;2461760;9,42;1066;1232;-13,47
106;2020-10-13;DRS 17 Taubaté;148,86;422,14;35,26;2489629;16,96;1473;2129;-30,81
107;2020-10-13;Estado de São Paulo;3609,57;8524,86;42,34;44639899;19,1;32422;39747;-18,43
108;2020-10-14;DRS 01 Grande São Paulo;1949,29;4715,57;41,34;21138247;22,31;16089;20450;-21,33
109;2020-10-14;DRS 02 Araçatuba;62,86;120,14;52,32;764041;15,72;488;394;23,86
110;2020-10-14;DRS 03 Araraquara;44,29;123,57;35,84;991435;12,46;884;980;-9,8
111;2020-10-14;DRS 04 Baixada Santista;108,86;409,0;26,62;1831884;22,33;754;1043;-27,71
112;2020-10-14;DRS 05 Barretos;55,57;91,0;61,07;425090;21,41;606;526;15,21
113;2020-10-14;DRS 06 Bauru;148,14;229,29;64,61;1741281;13,17;1361;1368;-0,51
114;2020-10-14;DRS 07 Campinas;250,43;655,0;38,23;4562125;14,36;2203;3247;-32,15
115;2020-10-14;DRS 08 Franca;50,57;110,0;45,97;696336;15,8;489;645;-24,19
116;2020-10-14;DRS 09 Marília;64,43;161,0;40,02;1109670;14,51;663;752;-11,84
117;2020-10-14;DRS 10 Piracicaba;74,57;239,86;31,09;1539600;15,58;695;923;-24,7
118;2020-10-14;DRS 11 Presidente Prudente;48,14;78,43;61,38;752260;10,43;622;720;-13,61
119;2020-10-14;DRS 12 Registro;11,57;39,0;29,67;278754;13,99;158;154;2,6
120;2020-10-14;DRS 13 Ribeirão Preto;143,0;304,71;46,93;1477530;20,62;1555;1814;-14,28
121;2020-10-14;DRS 14 São João da Boa Vista;47,86;127,29;37,6;809836;15,72;578;582;-0,69
122;2020-10-14;DRS 15 São José do Rio Preto;246,86;442,43;55,8;1570421;28,17;2373;2397;-1,0
123;2020-10-14;DRS 16 Sorocaba;112,86;230,86;48,89;2461760;9,38;1062;1225;-13,31
124;2020-10-14;DRS 17 Taubaté;147,57;415,86;35,49;2489629;16,7;1450;2097;-30,85
125;2020-10-14;Estado de São Paulo;3566,86;8493,0;42,0;44639899;19,03;32030;39317;-18,53
126;2020-10-15;DRS 01 Grande São Paulo;1935,14;4709,57;41,09;21138247;22,28;15979;20195;-20,88
127;2020-10-15;DRS 02 Araçatuba;63,14;119,71;52,74;764041;15,67;497;402;23,63
128;2020-10-15;DRS 03 Araraquara;42,29;123,57;34,22;991435;12,46;891;949;-6,11
129;2020-10-15;DRS 04 Baixada Santista;110,29;408,0;27,03;1831884;22,27;757;1033;-26,72
130;2020-10-15;DRS 05 Barretos;54,0;91,0;59,34;425090;21,41;602;524;14,89
131;2020-10-15;DRS 06 Bauru;145,43;228,86;63,55;1741281;13,14;1356;1373;-1,24
132;2020-10-15;DRS 07 Campinas;243,71;644,86;37,79;4562125;14,14;2140;3223;-33,6
133;2020-10-15;DRS 08 Franca;48,71;110,14;44,23;696336;15,82;486;628;-22,61
134;2020-10-15;DRS 09 Marília;65,29;160,43;40,7;1109670;14,46;656;758;-13,46
135;2020-10-15;DRS 10 Piracicaba;74,14;238,14;31,13;1539600;15,47;680;911;-25,36
136;2020-10-15;DRS 11 Presidente Prudente;46,29;79,0;58,59;752260;10,5;610;724;-15,75
137;2020-10-15;DRS 12 Registro;11,43;39,0;29,31;278754;13,99;154;151;1,99
138;2020-10-15;DRS 13 Ribeirão Preto;143,43;303,43;47,27;1477530;20,54;1554;1808;-14,05
139;2020-10-15;DRS 14 São João da Boa Vista;46,86;127,29;36,81;809836;15,72;544;611;-10,97
140;2020-10-15;DRS 15 São José do Rio Preto;241,14;442,29;54,52;1570421;28,16;2378;2373;0,21
141;2020-10-15;DRS 16 Sorocaba;112,86;230,0;49,07;2461760;9,34;1042;1226;-15,01
142;2020-10-15;DRS 17 Taubaté;146,14;407,14;35,89;2489629;16,35;1440;2079;-30,74
143;2020-10-15;Estado de São Paulo;3530,29;8462,43;41,72;44639899;18,96;31766;38968;-18,48
144;2020-10-16;DRS 01 Grande São Paulo;1908,14;4682,14;40,75;21138247;22,15;15800;20075;-21,3
145;2020-10-16;DRS 02 Araçatuba;62,71;118,57;52,89;764041;15,52;500;405;23,46
146;2020-10-16;DRS 03 Araraquara;40,57;123,43;32,87;991435;12,45;881;937;-5,98
147;2020-10-16;DRS 04 Baixada Santista;111,71;403,57;27,68;1831884;22,03;761;1025;-25,76
148;2020-10-16;DRS 05 Barretos;53,57;91,0;58,87;425090;21,41;591;533;10,88
149;2020-10-16;DRS 06 Bauru;141,14;228,29;61,82;1741281;13,11;1328;1386;-4,18
150;2020-10-16;DRS 07 Campinas;236,71;635,57;37,24;4562125;13,93;2096;3181;-34,11
151;2020-10-16;DRS 08 Franca;47,57;110,14;43,19;696336;15,82;487;613;-20,55
152;2020-10-16;DRS 09 Marília;66,14;160,57;41,19;1109670;14,47;654;760;-13,95
153;2020-10-16;DRS 10 Piracicaba;72,43;236,71;30,6;1539600;15,37;682;876;-22,15
154;2020-10-16;DRS 11 Presidente Prudente;45,29;79,14;57,23;752260;10,52;615;712;-13,62
155;2020-10-16;DRS 12 Registro;10,43;39,0;26,74;278754;13,99;151;152;-0,66
156;2020-10-16;DRS 13 Ribeirão Preto;143,14;301,71;47,44;1477530;20,42;1540;1770;-12,99
157;2020-10-16;DRS 14 São João da Boa Vista;46,71;127,14;36,74;809836;15,7;542;613;-11,58
158;2020-10-16;DRS 15 São José do Rio Preto;233,86;440,86;53,05;1570421;28,07;2356;2362;-0,25
159;2020-10-16;DRS 16 Sorocaba;114,29;230,43;49,6;2461760;9,36;1036;1219;-15,01
160;2020-10-16;DRS 17 Taubaté;146,57;400,0;36,64;2489629;16,07;1424;2045;-30,37
161;2020-10-16;Estado de São Paulo;3481,0;8408,29;41,4;44639899;18,84;31444;38664;-18,67
162;2020-10-17;DRS 01 Grande São Paulo;1886,14;4631,29;40,73;21138247;21,91;15692;19885;-21,09
163;2020-10-17;DRS 02 Araçatuba;61,57;118,0;52,18;764041;15,44;500;412;21,36
164;2020-10-17;DRS 03 Araraquara;39,14;123,29;31,75;991435;12,44;869;922;-5,75
165;2020-10-17;DRS 04 Baixada Santista;111,86;401,43;27,87;1831884;21,91;764;1015;-24,73
166;2020-10-17;DRS 05 Barretos;51,86;91,0;56,99;425090;21,41;585;531;10,17
167;2020-10-17;DRS 06 Bauru;137,86;228,86;60,24;1741281;13,14;1296;1405;-7,76
168;2020-10-17;DRS 07 Campinas;231,0;623,29;37,06;4562125;13,66;2040;3170;-35,65
169;2020-10-17;DRS 08 Franca;47,0;109,43;42,95;696336;15,72;488;606;-19,47
170;2020-10-17;DRS 09 Marília;67,57;161,43;41,86;1109670;14,55;657;753;-12,75
171;2020-10-17;DRS 10 Piracicaba;72,14;236,0;30,57;1539600;15,33;671;870;-22,87
172;2020-10-17;DRS 11 Presidente Prudente;43,29;78,86;54,89;752260;10,48;600;719;-16,55
173;2020-10-17;DRS 12 Registro;10,0;39,0;25,64;278754;13,99;146;152;-3,95
174;2020-10-17;DRS 13 Ribeirão Preto;142,29;300,14;47,41;1477530;20,31;1517;1757;-13,66
175;2020-10-17;DRS 14 São João da Boa Vista;46,57;127,29;36,59;809836;15,72;536;616;-12,99
176;2020-10-17;DRS 15 São José do Rio Preto;226,29;439,43;51,5;1570421;27,98;2332;2349;-0,72
177;2020-10-17;DRS 16 Sorocaba;114,29;230,43;49,6;2461760;9,36;1016;1217;-16,52
178;2020-10-17;DRS 17 Taubaté;145,14;392,14;37,01;2489629;15,75;1416;2002;-29,27
179;2020-10-17;Estado de São Paulo;3434,0;8331,29;41,22;44639899;18,66;31125;38381;-18,91
180;2020-10-18;DRS 01 Grande São Paulo;1874,29;4588,71;40,85;21138247;21,71;15575;19843;-21,51
181;2020-10-18;DRS 02 Araçatuba;60,43;116,86;51,71;764041;15,29;492;416;18,27
182;2020-10-18;DRS 03 Araraquara;36,57;122,71;29,8;991435;12,38;867;920;-5,76
183;2020-10-18;DRS 04 Baixada Santista;113,71;400,43;28,4;1831884;21,86;753;997;-24,47
184;2020-10-18;DRS 05 Barretos;50,57;91,0;55,57;425090;21,41;567;538;5,39
185;2020-10-18;DRS 06 Bauru;134,57;229,43;58,65;1741281;13,18;1263;1396;-9,53
186;2020-10-18;DRS 07 Campinas;228,29;612,0;37,3;4562125;13,41;2003;3170;-36,81
187;2020-10-18;DRS 08 Franca;45,57;109,43;41,64;696336;15,72;485;602;-19,44
188;2020-10-18;DRS 09 Marília;68,86;161,29;42,69;1109670;14,53;653;758;-13,85
189;2020-10-18;DRS 10 Piracicaba;72,14;235,57;30,62;1539600;15,3;660;871;-24,23
190;2020-10-18;DRS 11 Presidente Prudente;41,0;78,29;52,37;752260;10,41;591;716;-17,46
191;2020-10-18;DRS 12 Registro;9,14;39,0;23,44;278754;13,99;141;155;-9,03
192;2020-10-18;DRS 13 Ribeirão Preto;140,0;297,86;47,0;1477530;20,16;1506;1732;-13,05
193;2020-10-18;DRS 14 São João da Boa Vista;46,86;127,43;36,77;809836;15,74;514;641;-19,81
194;2020-10-18;DRS 15 São José do Rio Preto;222,57;437,86;50,83;1570421;27,88;2318;2350;-1,36
195;2020-10-18;DRS 16 Sorocaba;113,14;230,43;49,1;2461760;9,36;997;1209;-17,54
196;2020-10-18;DRS 17 Taubaté;142,0;387,71;36,63;2489629;15,57;1393;1979;-29,61
197;2020-10-18;Estado de São Paulo;3399,71;8266,0;41,13;44639899;18,52;30778;38293;-19,62
198;2020-10-19;DRS 01 Grande São Paulo;1857,86;4548,29;40,85;21138247;21,52;15543;19743;-21,27
199;2020-10-19;DRS 02 Araçatuba;59,71;116,14;51,41;764041;15,2;497;415;19,76
200;2020-10-19;DRS 03 Araraquara;35,57;122,43;29,05;991435;12,35;868;909;-4,51
201;2020-10-19;DRS 04 Baixada Santista;116,43;400,0;29,11;1831884;21,84;768;971;-20,91
202;2020-10-19;DRS 05 Barretos;49,71;91,0;54,63;425090;21,41;566;539;5,01
203;2020-10-19;DRS 06 Bauru;129,71;229,14;56,61;1741281;13,16;1238;1421;-12,88
204;2020-10-19;DRS 07 Campinas;224,14;602,14;37,22;4562125;13,2;1985;3135;-36,68
205;2020-10-19;DRS 08 Franca;44,14;109,57;40,28;696336;15,74;474;610;-22,3
206;2020-10-19;DRS 09 Marília;71,14;160,86;44,22;1109670;14,5;654;754;-13,26
207;2020-10-19;DRS 10 Piracicaba;70,86;234,86;30,17;1539600;15,25;654;848;-22,88
208;2020-10-19;DRS 11 Presidente Prudente;38,86;77,86;49,91;752260;10,35;578;714;-19,05
209;2020-10-19;DRS 12 Registro;7,71;39,0;19,77;278754;13,99;144;155;-7,1
210;2020-10-19;DRS 13 Ribeirão Preto;140,29;296,57;47,3;1477530;20,07;1495;1745;-14,33
211;2020-10-19;DRS 14 São João da Boa Vista;46,86;127,0;36,9;809836;15,68;511;642;-20,4
212;2020-10-19;DRS 15 São José do Rio Preto;218,43;437,14;49,97;1570421;27,84;2285;2353;-2,89
213;2020-10-19;DRS 16 Sorocaba;111,57;230,14;48,48;2461760;9,35;998;1199;-16,76
214;2020-10-19;DRS 17 Taubaté;138,71;385,86;35,95;2489629;15,5;1363;1957;-30,35
215;2020-10-19;Estado de São Paulo;3361,71;8208,0;40,96;44639899;18,39;30621;38110;-19,65
216;2020-10-20;DRS 01 Grande São Paulo;1822,0;4501,14;40,48;21138247;21,29;15488;19556;-20,8
217;2020-10-20;DRS 02 Araçatuba;59,14;115,86;51,04;764041;15,16;510;407;25,31
218;2020-10-20;DRS 03 Araraquara;34,43;122,29;28,15;991435;12,33;858;906;-5,3
219;2020-10-20;DRS 04 Baixada Santista;119,71;399,29;29,98;1831884;21,8;777;962;-19,23
220;2020-10-20;DRS 05 Barretos;48,14;91,0;52,9;425090;21,41;560;544;2,94
221;2020-10-20;DRS 06 Bauru;127,0;228,43;55,6;1741281;13,12;1230;1421;-13,44
222;2020-10-20;DRS 07 Campinas;216,71;591,14;36,66;4562125;12,96;1961;3076;-36,25
223;2020-10-20;DRS 08 Franca;43,29;109,71;39,46;696336;15,76;468;599;-21,87
224;2020-10-20;DRS 09 Marília;70,43;160,29;43,94;1109670;14,44;656;742;-11,59
225;2020-10-20;DRS 10 Piracicaba;68,14;232,57;29,3;1539600;15,11;646;842;-23,28
226;2020-10-20;DRS 11 Presidente Prudente;37,14;77,57;47,88;752260;10,31;578;713;-18,93
227;2020-10-20;DRS 12 Registro;7,0;39,0;17,95;278754;13,99;141;160;-11,88
228;2020-10-20;DRS 13 Ribeirão Preto;138,43;296,71;46,65;1477530;20,08;1487;1729;-14,0
229;2020-10-20;DRS 14 São João da Boa Vista;46,29;126,71;36,53;809836;15,65;509;635;-19,84
230;2020-10-20;DRS 15 São José do Rio Preto;216,86;433,57;50,02;1570421;27,61;2293;2307;-0,61
231;2020-10-20;DRS 16 Sorocaba;110,0;230,14;47,8;2461760;9,35;996;1198;-16,86
232;2020-10-20;DRS 17 Taubaté;134,29;385,71;34,82;2489629;15,49;1355;1928;-29,72
233;2020-10-20;Estado de São Paulo;3299,0;8141,14;40,52;44639899;18,24;30513;37725;-19,12
234;2020-10-21;DRS 01 Grande São Paulo;1792,57;4454,71;40,24;21138247;21,07;15450;19278;-19,86
235;2020-10-21;DRS 02 Araçatuba;57,86;116,29;49,75;764041;15,22;511;391;30,69
236;2020-10-21;DRS 03 Araraquara;34,57;122,14;28,3;991435;12,32;866;898;-3,56
237;2020-10-21;DRS 04 Baixada Santista;121,43;397,29;30,56;1831884;21,69;788;943;-16,44
238;2020-10-21;DRS 05 Barretos;47,14;92,14;51,16;425090;21,68;563;539;4,45
239;2020-10-21;DRS 06 Bauru;125,14;228,43;54,78;1741281;13,12;1224;1425;-14,11
240;2020-10-21;DRS 07 Campinas;209,0;580,0;36,03;4562125;12,71;1924;3016;-36,21
241;2020-10-21;DRS 08 Franca;42,71;109,86;38,88;696336;15,78;464;596;-22,15
242;2020-10-21;DRS 09 Marília;68,29;160,29;42,6;1109670;14,44;651;739;-11,91
243;2020-10-21;DRS 10 Piracicaba;65,0;232,14;28,0;1539600;15,08;639;819;-21,98
244;2020-10-21;DRS 11 Presidente Prudente;35,14;77,0;45,64;752260;10,24;571;696;-17,96
245;2020-10-21;DRS 12 Registro;7,0;39,0;17,95;278754;13,99;138;162;-14,81
246;2020-10-21;DRS 13 Ribeirão Preto;135,57;297,14;45,62;1477530;20,11;1463;1704;-14,14
247;2020-10-21;DRS 14 São João da Boa Vista;46,14;127,0;36,33;809836;15,68;501;624;-19,71
248;2020-10-21;DRS 15 São José do Rio Preto;216,43;428,86;50,47;1570421;27,31;2275;2293;-0,78
249;2020-10-21;DRS 16 Sorocaba;107,14;230,14;46,55;2461760;9,35;980;1205;-18,67
250;2020-10-21;DRS 17 Taubaté;131,14;386,57;33,92;2489629;15,53;1318;1923;-31,46
251;2020-10-21;Estado de São Paulo;3242,29;8079,0;40,13;44639899;18,1;30326;37251;-18,59
252;2020-10-22;DRS 01 Grande São Paulo;1763,29;4390,14;40,16;21138247;20,77;15469;18934;-18,3
253;2020-10-22;DRS 02 Araçatuba;56,71;116,14;48,83;764041;15,2;507;397;27,71
254;2020-10-22;DRS 03 Araraquara;34,57;122,0;28,34;991435;12,31;864;893;-3,25
255;2020-10-22;DRS 04 Baixada Santista;122,71;395,0;31,07;1831884;21,56;808;923;-12,46
256;2020-10-22;DRS 05 Barretos;46,86;92,14;50,86;425090;21,68;555;541;2,59
257;2020-10-22;DRS 06 Bauru;122,71;228,14;53,79;1741281;13,1;1214;1412;-14,02
258;2020-10-22;DRS 07 Campinas;204,0;574,57;35,5;4562125;12,59;1894;2958;-35,97
259;2020-10-22;DRS 08 Franca;43,14;109,71;39,32;696336;15,76;466;573;-18,67
260;2020-10-22;DRS 09 Marília;67,29;161,0;41,8;1109670;14,51;652;726;-10,19
261;2020-10-22;DRS 10 Piracicaba;62,71;230,71;27,18;1539600;14,99;618;807;-23,42
262;2020-10-22;DRS 11 Presidente Prudente;33,86;76,29;44,38;752260;10,14;561;688;-18,46
263;2020-10-22;DRS 12 Registro;7,14;39,0;18,31;278754;13,99;134;168;-20,24
264;2020-10-22;DRS 13 Ribeirão Preto;130,14;295,86;43,99;1477530;20,02;1434;1679;-14,59
265;2020-10-22;DRS 14 São João da Boa Vista;45,86;127,43;35,99;809836;15,74;503;610;-17,54
266;2020-10-22;DRS 15 São José do Rio Preto;216,43;423,86;51,06;1570421;26,99;2253;2284;-1,36
267;2020-10-22;DRS 16 Sorocaba;105,86;231,14;45,8;2461760;9,39;973;1200;-18,92
268;2020-10-22;DRS 17 Taubaté;128,14;388,14;33,01;2489629;15,59;1317;1856;-29,04
269;2020-10-22;Estado de São Paulo;3191,43;8001,29;39,89;44639899;17,92;30222;36649;-17,54
270;2020-10-23;DRS 01 Grande São Paulo;1747,71;4344,71;40,23;21138247;20,55;15427;18710;-17,55
271;2020-10-23;DRS 02 Araçatuba;55,86;116,29;48,04;764041;15,22;499;401;24,44
272;2020-10-23;DRS 03 Araraquara;34,14;122,0;27,98;991435;12,31;866;880;-1,59
273;2020-10-23;DRS 04 Baixada Santista;125,43;393,43;31,88;1831884;21,48;812;920;-11,74
274;2020-10-23;DRS 05 Barretos;44,71;92,14;48,52;425090;21,68;548;534;2,62
275;2020-10-23;DRS 06 Bauru;121,71;228,14;53,35;1741281;13,1;1196;1417;-15,6
276;2020-10-23;DRS 07 Campinas;200,57;567,86;35,32;4562125;12,45;1895;2890;-34,43
277;2020-10-23;DRS 08 Franca;43,0;109,71;39,19;696336;15,76;462;563;-17,94
278;2020-10-23;DRS 09 Marília;66,43;161,0;41,26;1109670;14,51;653;712;-8,29
279;2020-10-23;DRS 10 Piracicaba;60,86;229,0;26,58;1539600;14,87;605;791;-23,51
280;2020-10-23;DRS 11 Presidente Prudente;32,0;75,71;42,27;752260;10,06;552;676;-18,34
281;2020-10-23;DRS 12 Registro;7,86;39,0;20,15;278754;13,99;133;171;-22,22
282;2020-10-23;DRS 13 Ribeirão Preto;124,86;293,57;42,53;1477530;19,87;1403;1643;-14,61
283;2020-10-23;DRS 14 São João da Boa Vista;43,86;127,86;34,3;809836;15,79;496;611;-18,82
284;2020-10-23;DRS 15 São José do Rio Preto;215,43;420,43;51,24;1570421;26,77;2241;2242;-0,04
285;2020-10-23;DRS 16 Sorocaba;103,86;230,71;45,02;2461760;9,37;959;1208;-20,61
286;2020-10-23;DRS 17 Taubaté;125,71;387,71;32,42;2489629;15,57;1307;1853;-29,47
287;2020-10-23;Estado de São Paulo;3154,0;7939,29;39,73;44639899;17,79;30054;36222;-17,03
288;2020-10-24;DRS 01 Grande São Paulo;1731,43;4332,43;39,96;21138247;20,5;15382;18457;-16,66
